,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,15.83,15.51,6.19,3.43,1.41,1.45,0.82,0.75,0.71,0.59,0.78,0.66,0.44
Expenses,14.33,14.02,6.14,4.61,3.7,2.27,0.79,0.62,0.59,0.51,0.68,0.57,0.42
Operating Profit,1.5,1.49,0.05,-1.18,-2.29,-0.82,0.03,0.13,0.12,0.08,0.1,0.09,0.02
OPM %,9.48,9.61,0.81,-34.4,-162.41,-56.55,3.66,17.33,16.9,13.56,12.82,13.64,4.55
Other Income,0.18,-0.14,0.21,0.23,-0.05,-1.39,0.26,0.2,0.12,0.13,0.12,0.15,0.30
Interest,0.13,0.14,0.15,0.22,0.3,0.38,0.36,0.2,0.15,0.17,0.16,0.16,0.16
Depreciation,1.01,0.72,0.29,0.29,0.24,0.2,0.08,0.05,0.03,0.01,0.0,0.0,0.00
Profit before tax,0.54,0.49,-0.18,-1.46,-2.88,-2.79,-0.15,0.08,0.06,0.03,0.06,0.08,0.16
Tax %,18.52,18.37,-27.78,0.0,-0.35,-0.36,-6.67,225.0,16.67,0.0,0.0,25.0,
Net Profit,0.44,0.39,-0.24,-1.46,-2.89,-2.79,-0.16,-0.1,0.06,0.03,0.06,0.06,0.14
EPS in Rs,0.17,0.15,-0.09,-0.55,-1.09,-1.06,-0.06,-0.04,0.02,0.01,0.02,0.02,0.05
