,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.23,0.29,0.24,0.30,0.23,0.18,0.14,0.33,0.34,0.36,0.59,0.91,1.29
Expenses,0.18,0.21,0.19,0.25,0.54,0.32,0.62,0.39,0.38,0.68,0.58,1.06,1.35
Operating Profit,0.05,0.08,0.05,0.05,-0.31,-0.14,-0.48,-0.06,-0.04,-0.32,0.01,-0.15,-0.06
OPM %,21.74,27.59,20.83,16.67,-134.78,-77.78,-342.86,-18.18,-11.76,-88.89,1.69,-16.48,-4.65
Other Income,0.02,-0.01,0.0,-0.02,-0.1,0.06,1.24,0.01,0.0,0.0,0.0,0.21,0.03
Interest,0.0,0.01,0.0,0.00,0.0,0.0,0.0,0.0,0.01,0.04,0.1,0.13,0.26
Depreciation,0.02,0.0,0.02,0.03,0.02,0.03,0.02,0.02,0.01,0.04,0.03,0.03,0.05
Profit before tax,0.05,0.06,0.03,0.00,-0.43,-0.11,0.74,-0.07,-0.06,-0.4,-0.12,-0.1,-0.34
Tax %,20.0,16.67,33.33,,0.0,0.0,20.27,0.0,-16.67,0.0,0.0,0.0,
Net Profit,0.04,0.04,0.02,-0.01,-0.43,-0.1,0.59,-0.07,-0.06,-0.4,-0.13,-0.1,-0.34
EPS in Rs,0.13,0.13,0.07,-0.03,-1.43,-0.33,1.97,-0.23,-0.2,-1.33,-0.43,-0.29,-1.00
