,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,54.8,76.95,68.97,109.17,121.44,131.56,85.99,0.53,0.00,0.00,0.00,0.00,0.0
Expenses,53.12,74.66,68.65,107.52,120.03,130.3,95.18,28.27,0.36,0.21,0.64,0.62,0.6000000000000001
Operating Profit,1.68,2.29,0.32,1.65,1.41,1.26,-9.19,-27.74,-0.36,-0.21,-0.64,-0.62,-0.6000000000000001
OPM %,3.07,2.98,0.46,1.51,1.16,0.96,-10.69,-5233.96,,,,,
Other Income,0.12,0.27,0.52,1.35,2.01,3.75,0.61,0.07,0.02,0.01,0.27,0.00,0.0
Interest,0.84,1.24,1.39,2.04,2.38,2.58,2.9,0.96,7.85,4.69,5.20,2.30,3.2800000000000002
Depreciation,0.59,0.61,0.52,0.89,0.59,0.69,0.66,0.65,0.64,0.60,0.53,0.53,0.49
Profit before tax,0.37,0.71,-1.07,0.07,0.45,1.74,-12.14,-29.28,-8.83,-5.49,-6.10,-3.45,-4.37
Tax %,29.73,36.62,-0.93,-200.0,48.89,27.01,-0.74,0.68,0.34,-0.36,2.62,3.19,
Net Profit,0.26,0.46,-1.08,0.21,0.23,1.26,-12.22,-29.08,-8.79,-5.50,-5.94,-3.34,-4.26
EPS in Rs,0.37,0.65,-1.53,0.3,0.32,1.78,-17.26,-41.08,-12.42,-7.77,-8.39,-4.72,-6.02
