,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1.78,1.14,0.63,0.70,0.95,0.04,2.01,0.00,0.06,0.00,0.09,0.00,0.0
Expenses,1.78,1.10,0.62,0.69,0.94,0.10,2.02,0.07,0.47,0.09,0.19,0.10,0.08
Operating Profit,0.00,0.04,0.01,0.01,0.01,-0.06,-0.01,-0.07,-0.41,-0.09,-0.10,-0.10,-0.08
OPM %,0.00,3.51,1.59,1.43,1.05,-150.00,-0.50,,-683.33,,-111.11,,
Other Income,0.07,0.01,0.00,0.00,-0.37,0.00,0.00,0.00,0.10,0.10,0.08,0.08,0.1
Interest,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0
Depreciation,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0
Profit before tax,0.04,0.05,0.01,0.01,-0.36,-0.06,-0.01,-0.07,-0.31,0.01,-0.02,-0.02,0.02
Tax %,25.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Net Profit,0.03,0.03,0.01,0.00,-0.36,-0.06,-0.01,-0.07,-0.31,0.01,-0.02,-0.02,0.02
EPS in Rs,,,,,,,,,,,,,
