,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,47.0,49.0,55.0,59.0,67.0,72.0,93.0,121.0,107.0,117.0,130.0,183.0,200
Expenses,43.0,45.0,52.0,54.0,64.0,69.0,84.0,98.0,86.0,91.0,103.0,141.0,153
Operating Profit,4.0,3.0,3.0,4.0,4.0,3.0,8.0,23.0,21.0,25.0,27.0,41.0,47
OPM %,8.0,7.0,5.0,8.0,5.0,5.0,9.0,19.0,19.0,22.0,21.0,23.0,23
Other Income,1.0,-1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,4.0,5.0,4
Interest,6.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1
Depreciation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,7
Profit before tax,-2.0,-3.0,-1.0,1.0,1.0,1.0,7.0,21.0,19.0,22.0,26.0,40.0,43
Tax %,-40.0,0.0,0.0,18.0,-11.0,16.0,22.0,29.0,24.0,26.0,26.0,26.0,
Net Profit,-2.0,-3.0,-1.0,0.0,1.0,1.0,5.0,15.0,14.0,16.0,19.0,30.0,32
EPS in Rs,-2.63,-2.98,-0.83,0.49,1.08,1.38,6.27,17.21,16.65,18.77,22.14,34.6,37.24
