,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,4593.0,4992.0,5464.0,5705.0,5484.0,5766.0,6282.0,6985.0,6779.0,7610.0,9363.0,11315.0,11591
Expenses,4319.0,4538.0,4790.0,5013.0,4694.0,5096.0,5652.0,6332.0,6052.0,6617.0,8643.0,10341.0,10142
Operating Profit,274.0,454.0,673.0,692.0,789.0,670.0,630.0,652.0,727.0,993.0,721.0,974.0,1449
OPM %,6.0,9.0,12.0,12.0,14.0,12.0,10.0,9.0,11.0,13.0,8.0,9.0,12
Other Income,19.0,-10.0,3.0,16.0,7.0,28.0,9.0,10.0,8.0,10.0,17.0,-8.0,9
Interest,196.0,196.0,187.0,142.0,101.0,90.0,104.0,93.0,154.0,179.0,207.0,242.0,274
Depreciation,73.0,81.0,87.0,93.0,108.0,143.0,169.0,193.0,277.0,340.0,435.0,469.0,488
Profit before tax,24.0,166.0,403.0,472.0,587.0,466.0,367.0,376.0,304.0,484.0,95.0,254.0,695
Tax %,25.0,28.0,33.0,33.0,32.0,23.0,36.0,33.0,24.0,11.0,26.0,28.0,
Net Profit,18.0,120.0,271.0,314.0,436.0,359.0,233.0,251.0,230.0,432.0,71.0,182.0,519
EPS in Rs,5.31,35.1,75.44,78.41,108.17,89.28,58.83,62.35,57.17,106.81,17.6,46.02,128.97
