,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,7.92,7.06,9.58,13.58,22.7,16.96,20.72,19.69,15.77,15.94,20.21,14.08,18.93
Expenses,7.35,6.42,9.03,12.83,21.98,16.36,20.35,19.36,15.69,16.37,20.72,16.35,21.47
Operating Profit,0.57,0.64,0.55,0.75,0.72,0.6,0.37,0.33,0.08,-0.43,-0.51,-2.27,-2.54
OPM %,7.20,9.07,5.74,5.52,3.17,3.54,1.79,1.68,0.51,-2.7,-2.52,-16.12,-13.42
Other Income,0.00,0.01,0.11,-0.04,-1.46,0.22,0.5,0.62,0.54,0.4,0.69,1.08,0.69
Interest,0.37,0.4,0.4,0.37,0.5,0.59,0.67,0.72,0.59,0.33,0.54,0.51,0.53
Depreciation,0.09,0.09,0.09,0.15,0.16,0.15,0.15,0.16,0.15,0.14,0.12,0.1,0.05
Profit before tax,0.11,0.16,0.17,0.19,-1.4,0.08,0.05,0.07,-0.12,-0.5,-0.48,-1.8,-2.43
Tax %,45.45,37.5,11.76,36.84,-2.14,50.0,-340.0,57.14,0.0,4.0,4.17,-6.67,
Net Profit,0.06,0.1,0.14,0.11,-1.42,0.04,0.22,0.02,-0.13,-0.48,-0.46,-1.92,-2.31
EPS in Rs,,0.1,0.13,0.11,-1.36,0.04,0.21,0.02,-0.12,-0.46,-0.44,-1.83,-2.20
