,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,60.0,75.0,79.0,82.0,82.0,61.0,62.0,62.0,59.0,78.0,69.0,85.0,106
Expenses,46.0,58.0,56.0,58.0,77.0,54.0,51.0,49.0,48.0,65.0,57.0,79.0,100
Operating Profit,14.0,18.0,23.0,24.0,5.0,8.0,10.0,14.0,11.0,13.0,12.0,6.0,6
OPM %,24.0,24.0,30.0,30.0,6.0,12.0,17.0,22.0,19.0,16.0,17.0,7.0,5
Other Income,1.0,-1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1
Interest,2.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0,4.0,6.0,4.0,3.0,3
Depreciation,3.0,4.0,4.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,2.0,1
Profit before tax,10.0,10.0,16.0,13.0,-5.0,-3.0,0.0,4.0,0.0,0.0,1.0,2.0,2
Tax %,6.0,4.0,19.0,37.0,-13.0,-57.0,3525.0,-50.0,94.0,61.0,19.0,32.0,
Net Profit,9.0,9.0,13.0,8.0,-6.0,-5.0,-1.0,5.0,0.0,0.0,1.0,1.0,2
EPS in Rs,1.77,1.79,2.49,1.57,-1.17,-0.92,-0.26,1.04,0.0,0.03,0.21,0.22,0.29
