,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,500.0,470.0,551.0,534.0,750.0,868.0,880.0,980.0,938.0,1384.0,2046.0,2044.0,1725
Expenses,367.0,413.0,521.0,463.0,628.0,753.0,746.0,843.0,797.0,1100.0,1838.0,1895.0,1531
Operating Profit,133.0,57.0,29.0,70.0,122.0,115.0,134.0,137.0,140.0,284.0,208.0,149.0,194
OPM %,27.0,12.0,5.0,13.0,16.0,13.0,15.0,14.0,15.0,21.0,10.0,7.0,11
Other Income,5.0,3.0,5.0,5.0,2.0,4.0,7.0,6.0,3.0,7.0,11.0,19.0,19
Interest,42.0,36.0,41.0,37.0,31.0,32.0,32.0,37.0,32.0,22.0,25.0,27.0,25
Depreciation,32.0,33.0,31.0,26.0,25.0,25.0,35.0,45.0,42.0,41.0,45.0,48.0,52
Profit before tax,64.0,-9.0,-38.0,12.0,67.0,62.0,74.0,61.0,69.0,228.0,150.0,93.0,136
Tax %,30.0,-28.0,-8.0,28.0,21.0,11.0,34.0,23.0,27.0,35.0,34.0,51.0,
Net Profit,44.0,-12.0,-41.0,9.0,53.0,55.0,49.0,47.0,51.0,149.0,98.0,46.0,76
EPS in Rs,12.67,-3.3,-11.68,2.55,14.45,14.88,10.86,10.36,11.24,32.87,21.7,10.17,16.73
