,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1.12,4.33,0.9,0.76,0.58,0.52,0.6,0.35,0.51,0.48,0.39,0.9,1.83
Expenses,1.03,4.29,0.87,0.74,0.53,0.32,0.04,0.48,0.34,0.27,0.27,0.23,0.35
Operating Profit,0.09,0.04,0.03,0.02,0.05,0.2,0.56,-0.13,0.17,0.21,0.12,0.67,1.48
OPM %,8.04,0.92,3.33,2.63,8.62,38.46,93.33,-37.14,33.33,43.75,30.77,74.44,80.87
Other Income,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.00
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03
Depreciation,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Profit before tax,0.08,0.03,0.02,0.01,0.03,0.2,0.56,-0.13,0.17,0.21,0.2,0.64,1.45
Tax %,25.0,0.0,50.0,0.0,33.33,20.0,19.64,0.0,17.65,14.29,25.0,21.88,
Net Profit,0.06,0.02,0.02,0.0,0.02,0.16,0.45,-0.14,0.14,0.18,0.14,0.5,1.14
EPS in Rs,0.12,0.04,0.04,0.0,0.04,0.38,1.06,-0.33,0.33,0.42,0.33,1.18,2.68
