,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,62.0,56.0,58.0,59.0,74.0,84.0,86.0,92.0,86.0,23.0,62.0,122.0,118
Expenses,51.0,44.0,51.0,55.0,68.0,71.0,70.0,72.0,76.0,27.0,50.0,87.0,90
Operating Profit,12.0,12.0,7.0,4.0,6.0,13.0,17.0,20.0,10.0,-3.0,12.0,35.0,28
OPM %,19.0,22.0,11.0,7.0,8.0,16.0,19.0,22.0,12.0,-14.0,20.0,28.0,23
Other Income,9.0,5.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,9
Interest,5.0,4.0,3.0,4.0,16.0,17.0,15.0,20.0,18.0,12.0,13.0,21.0,24
Depreciation,5.0,5.0,4.0,4.0,14.0,18.0,18.0,18.0,19.0,16.0,15.0,17.0,18
Profit before tax,11.0,8.0,2.0,-2.0,-22.0,-20.0,-16.0,-14.0,-26.0,-31.0,-14.0,-2.0,-5
Tax %,31.0,29.0,40.0,-0.0,-6.0,-18.0,-32.0,-22.0,-7.0,2.0,-3.0,-204.0,
Net Profit,8.0,6.0,1.0,-2.0,-24.0,-24.0,-21.0,-18.0,-28.0,-31.0,-15.0,-7.0,-11
EPS in Rs,1.37,1.07,0.2,-0.38,-4.29,-4.32,-3.78,-3.2,-2.84,-3.86,-1.5,0.55,-2.02
