,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,6328.0,5711.0,6349.0,5865.0,3413.0,1854.0,1987.0,2197.0,2159.0,2464.0,3053.0,3137.0,2924
Expenses,6356.0,5636.0,6294.0,5763.0,3360.0,1821.0,1970.0,2163.0,2121.0,2424.0,3013.0,3081.0,2868
Operating Profit,-28.0,75.0,55.0,102.0,53.0,33.0,17.0,33.0,38.0,40.0,40.0,56.0,57
OPM %,-0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2
Other Income,72.0,162.0,83.0,50.0,20.0,11.0,33.0,23.0,23.0,12.0,21.0,10.0,-10
Interest,152.0,194.0,90.0,108.0,42.0,32.0,33.0,32.0,29.0,20.0,18.0,27.0,28
Depreciation,33.0,37.0,37.0,33.0,14.0,4.0,5.0,5.0,6.0,5.0,6.0,8.0,9
Profit before tax,-141.0,6.0,10.0,12.0,17.0,8.0,12.0,19.0,27.0,27.0,37.0,31.0,10
Tax %,24.0,-58.0,65.0,24.0,34.0,68.0,27.0,35.0,26.0,24.0,28.0,23.0,
Net Profit,-108.0,10.0,4.0,9.0,11.0,2.0,9.0,12.0,20.0,20.0,27.0,24.0,7
EPS in Rs,-8.2,0.75,0.27,0.7,0.85,0.18,0.69,0.92,1.5,2.07,2.68,2.44,0.75
