,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1.85,1.48,1.47,1.55,1.74,1.67,1.05,0.69,1.19,0.26,0.00,0.00,0.0
Expenses,1.82,1.48,1.58,1.64,1.86,1.79,1.19,0.81,1.29,0.37,0.22,0.09,0.09
Operating Profit,0.03,0.0,-0.11,-0.09,-0.12,-0.12,-0.14,-0.12,-0.1,-0.11,-0.22,-0.09,-0.09
OPM %,1.62,0.0,-7.48,-5.81,-6.9,-7.19,-13.33,-17.39,-8.4,-42.31,,,
Other Income,0.0,0.04,0.15,0.18,0.2,0.19,0.21,0.17,0.15,0.15,0.20,0.15,0.15
Interest,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0
Depreciation,0.01,0.02,0.02,0.08,0.07,0.04,0.04,0.02,0.02,0.02,0.02,0.01,0.01
Profit before tax,0.02,0.01,0.02,0.01,0.01,0.03,0.03,0.03,0.03,0.02,-0.04,0.05,0.05
Tax %,0.0,100.0,50.0,-100.0,0.0,66.67,0.0,33.33,33.33,50.0,0.00,40.00,
Net Profit,0.01,0.0,0.0,0.01,0.01,0.01,0.03,0.02,0.02,0.01,-0.03,0.03,0.03
EPS in Rs,0.02,0.0,0.0,0.02,0.02,0.02,0.07,0.05,0.05,0.02,-0.07,0.07,0.07
