,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,410.0,367.0,395.0,295.0,312.0,322.0,128.0,176.0,169.0,88.0,70.0,116.0,137
Expenses,408.0,356.0,388.0,286.0,305.0,318.0,133.0,170.0,172.0,91.0,81.0,119.0,141
Operating Profit,2.0,11.0,7.0,9.0,7.0,4.0,-5.0,6.0,-3.0,-4.0,-11.0,-3.0,-3
OPM %,1.0,3.0,2.0,3.0,2.0,1.0,-4.0,3.0,-2.0,-5.0,-16.0,-3.0,-2
Other Income,0.0,2.0,5.0,1.0,0.0,3.0,0.0,0.0,-0.0,-5.0,42.0,-7.0,-7
Interest,10.0,8.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,3.0,1.0,1
Depreciation,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0
Profit before tax,-11.0,1.0,1.0,0.0,-1.0,-2.0,-14.0,-3.0,-13.0,-16.0,28.0,-12.0,-12
Tax %,26.0,-190.0,-57.0,10.0,39.0,27.0,29.0,-50.0,-5.0,27.0,13.0,24.0,
Net Profit,-8.0,2.0,2.0,0.0,-1.0,-2.0,-10.0,-5.0,-14.0,-11.0,24.0,-9.0,-9
EPS in Rs,-8.97,2.83,1.73,0.41,-0.99,-1.99,-11.41,-5.54,-15.37,-12.96,27.31,-10.18,-10.24
