,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,6.48,6.76,7.42,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
Reserves,17.74,2.22,3.8,4.43,8.15,14.2,20.39,22.22,21.68,21.69,21.76,22.06,21.28
Borrowings,2.03,1.92,2.28,2.55,2.39,0.85,4.42,3.56,1.39,0.33,0.66,0.49,0.16
Other Liabilities,13.03,7.12,9.35,9.39,9.88,11.67,7.03,10.26,12.81,7.3,6.74,6.75,7.45
Total Liabilities,39.28,18.02,22.85,23.87,27.92,34.22,39.34,43.54,43.38,36.82,36.66,36.8,36.39
Fixed Assets,5.59,5.05,4.89,2.78,3.4,3.43,3.59,7.66,6.24,4.86,6.65,6.25,5.97
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,1.31,0.0,0.61,1.17,1.18,1.58,1.98
Investments,0.0,0.0,0.0,0.0,0.01,1.84,2.2,2.28,2.31,2.34,2.38,2.42,2.42
Other Assets,33.69,12.97,17.96,21.09,24.51,28.95,32.24,33.6,34.22,28.45,26.45,26.55,26.02
Total Assets,39.28,18.02,22.85,23.87,27.92,34.22,39.34,43.54,43.38,36.82,36.66,36.8,36.39
