,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.31,0.31,0.31,0.31,0.31,0.31,0.32,0.02,0.03,0.01,0.07,0.01,2.75
Expenses,0.64,0.07,0.08,0.08,0.09,0.13,0.14,0.28,0.34,0.28,1.16,1.13,2.60
Operating Profit,-0.33,0.24,0.23,0.23,0.22,0.18,0.18,-0.26,-0.31,-0.27,-1.09,-1.12,0.15
OPM %,-106.45,77.42,74.19,74.19,70.97,58.06,56.25,-1300.0,-1033.33,-2700.0,-1557.14,-11200.0,5.45
Other Income,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.88,0.26,12.44,0.36,0.47
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Depreciation,0.03,0.03,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04
Profit before tax,0.22,0.21,0.19,0.19,0.18,0.15,0.15,0.02,0.54,-0.04,11.32,-0.8,0.58
Tax %,-59.09,23.81,21.05,26.32,22.22,20.0,20.0,50.0,24.07,-75.0,24.12,0.0,
Net Profit,0.35,0.16,0.15,0.14,0.14,0.12,0.12,0.01,0.41,-0.06,8.59,-0.8,0.58
EPS in Rs,0.52,0.24,0.22,0.21,0.21,0.18,0.18,0.01,0.61,-0.09,12.78,-1.19,0.87
