,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,5,5,5,5,5,5,5,5,5,5,5,5,5
Reserves,1,1,1,1,1,1,2,2,2,2,2,3,3
Borrowings,5,5,6,5,6,7,6,5,0,3,1,0,2
Other Liabilities,2,2,0,4,2,2,1,3,1,0,0,0,0
Total Liabilities,13,12,12,15,15,15,13,15,8,11,9,8,12
Fixed Assets,2,2,2,2,2,2,2,2,2,1,1,1,1
CWIP,0,0,0,0,0,0,0,0,0,0,0,0,0
Investments,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Assets,10,10,10,13,12,13,12,13,6,10,8,7,11
Total Assets,13,12,12,15,15,15,13,15,8,11,9,8,12
