,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1103.0,1170.0,707.0,837.0,821.0,926.0,529.0,505.0,803.0,633.0,432.0,1054.0,1117
Expenses,973.0,1087.0,691.0,723.0,778.0,812.0,566.0,560.0,881.0,624.0,416.0,958.0,1028
Operating Profit,130.0,83.0,16.0,113.0,43.0,114.0,-37.0,-55.0,-78.0,10.0,15.0,95.0,89
OPM %,12.0,7.0,2.0,14.0,5.0,12.0,-7.0,-11.0,-10.0,2.0,4.0,9.0,8
Other Income,5.0,3.0,3.0,32.0,37.0,126.0,-12.0,100.0,121.0,122.0,114.0,465.0,379
Interest,123.0,138.0,187.0,131.0,81.0,140.0,150.0,260.0,202.0,197.0,234.0,108.0,107
Depreciation,65.0,66.0,66.0,64.0,74.0,57.0,53.0,52.0,49.0,39.0,46.0,37.0,37
Profit before tax,-54.0,-117.0,-234.0,-49.0,-75.0,43.0,-252.0,-267.0,-208.0,-104.0,-150.0,416.0,324
Tax %,11.0,26.0,32.0,30.0,27.0,30.0,30.0,20.0,1.0,-12.0,-0.0,-1.0,
Net Profit,-48.0,-87.0,-159.0,-35.0,-55.0,30.0,-177.0,-214.0,-206.0,-116.0,-150.0,418.0,304
EPS in Rs,-12.96,-23.75,-16.57,-3.61,-5.72,2.55,-14.9,-18.01,-17.33,-9.78,-12.64,35.16,25.61
