,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.00,0.00,6.69,6.54,7.82,7.53,8.83,10.16,8.08,8.82,11.03,10.46,10.98
Expenses,0.16,0.14,7.02,7.15,8.73,8.01,8.4,10.67,8.45,7.9,9.26,9.66,10.14
Operating Profit,-0.16,-0.14,-0.33,-0.61,-0.91,-0.48,0.43,-0.51,-0.37,0.92,1.77,0.8,0.84
OPM %,,,-4.93,-9.33,-11.64,-6.37,4.87,-5.02,-4.58,10.43,16.05,7.65,7.65
Other Income,0.34,0.04,0.18,0.09,0.86,0.68,0.01,0.04,0.03,0.44,0.27,0.01,0.06
Interest,0.00,0.00,0.65,0.89,0.98,0.19,0.26,0.29,0.4,0.43,0.35,0.32,0.32
Depreciation,0.20,0.20,0.36,0.39,0.35,0.24,0.26,0.29,0.32,0.25,0.24,0.24,0.24
Profit before tax,-0.02,-0.30,-1.16,-1.8,-1.38,-0.23,-0.08,-1.05,-1.06,0.68,1.45,0.25,0.34
Tax %,0.00,0.00,19.83,0.0,-10.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Net Profit,-0.02,-0.29,-0.93,-1.81,-1.52,-0.23,-0.08,-1.05,-1.06,0.68,1.45,0.24,0.33
EPS in Rs,-0.00,-0.07,-0.22,-0.18,-0.15,-0.02,-0.01,-0.1,-0.1,0.07,0.14,0.02,0.04
