,Mar 2009,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.0,0.42,4.05,1.99,0.36,0.24,2.29,0.38,0.58,0.4,0.18,0.38,0.30
Expenses,0.0,0.34,2.3,1.15,0.34,0.23,0.17,0.15,0.21,0.24,0.49,0.33,0.34
Operating Profit,0.0,0.08,1.75,0.84,0.02,0.01,2.12,0.23,0.37,0.16,-0.31,0.05,-0.04
OPM %,,19.05,43.21,42.21,5.56,4.17,92.58,60.53,63.79,40.0,-172.22,13.16,-13.33
Other Income,0.0,0.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Interest,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Depreciation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Profit before tax,0.0,0.07,1.73,0.84,0.02,0.01,2.12,0.23,0.37,0.16,-0.31,0.05,-0.04
Tax %,,14.29,17.92,27.38,100.0,0.0,-0.47,30.43,167.57,37.5,19.35,-40.0,
Net Profit,0.0,0.06,1.41,0.61,0.0,0.02,2.13,0.16,-0.25,0.1,-0.25,0.07,-0.03
EPS in Rs,0.0,0.2,4.62,2.0,0.0,0.07,6.98,0.52,-0.82,0.33,-0.82,0.23,-0.10
