,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,399.0,349.0,403.0,430.0,509.0,513.0,670.0,928.0,909.0,890.0,1270.0,1583.0,1566
Expenses,347.0,305.0,353.0,370.0,426.0,433.0,567.0,783.0,784.0,746.0,1090.0,1350.0,1330
Operating Profit,52.0,44.0,51.0,60.0,82.0,80.0,103.0,145.0,124.0,144.0,181.0,233.0,236
OPM %,13.0,13.0,13.0,14.0,16.0,16.0,15.0,16.0,14.0,16.0,14.0,15.0,15
Other Income,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,1.0,2.0,1.0,1.0,2
Interest,12.0,13.0,15.0,17.0,16.0,13.0,7.0,8.0,14.0,9.0,11.0,11.0,11
Depreciation,12.0,14.0,17.0,23.0,27.0,24.0,25.0,35.0,42.0,41.0,50.0,49.0,52
Profit before tax,28.0,18.0,18.0,21.0,39.0,47.0,74.0,103.0,70.0,96.0,121.0,175.0,176
Tax %,39.0,73.0,28.0,-4.0,34.0,37.0,31.0,36.0,24.0,27.0,26.0,25.0,
Net Profit,17.0,5.0,13.0,22.0,26.0,30.0,51.0,66.0,53.0,71.0,89.0,130.0,131
EPS in Rs,5.59,1.59,4.38,7.13,8.57,6.9,11.86,15.35,12.3,16.44,20.7,30.36,30.44
