,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,3832.0,3822.0,4212.0,4917.0,5228.0,5588.0,6349.0,7509.0,6915.0,6547.0,7549.0,8804.0,9325
Expenses,3318.0,3339.0,3678.0,4321.0,4548.0,4830.0,5421.0,6380.0,5784.0,5507.0,6585.0,7768.0,8160
Operating Profit,514.0,483.0,534.0,596.0,680.0,758.0,928.0,1129.0,1131.0,1040.0,965.0,1036.0,1164
OPM %,13.0,13.0,13.0,12.0,13.0,14.0,15.0,15.0,16.0,16.0,13.0,12.0,12
Other Income,12.0,30.0,30.0,42.0,33.0,29.0,-3.0,6.0,48.0,19.0,10.0,35.0,64
Interest,96.0,93.0,81.0,51.0,49.0,32.0,24.0,26.0,18.0,14.0,6.0,21.0,31
Depreciation,187.0,187.0,208.0,227.0,243.0,291.0,322.0,376.0,414.0,399.0,382.0,422.0,455
Profit before tax,243.0,233.0,276.0,359.0,420.0,465.0,579.0,733.0,747.0,647.0,586.0,629.0,743
Tax %,25.0,27.0,26.0,29.0,29.0,29.0,33.0,32.0,24.0,20.0,21.0,24.0,
Net Profit,183.0,170.0,205.0,254.0,300.0,330.0,391.0,495.0,566.0,520.0,461.0,480.0,563
EPS in Rs,40.15,38.51,46.52,57.42,68.1,23.48,27.78,35.19,40.2,36.95,32.75,34.09,40.00
