,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,8.0,69.0,171.0,270.0,341.0,431.0,444.0,590.0,698.0,761.0,1034.0,1333.0,1414
Expenses,37.0,120.0,239.0,296.0,339.0,430.0,461.0,531.0,599.0,571.0,788.0,1012.0,1102
Operating Profit,-29.0,-51.0,-69.0,-27.0,2.0,1.0,-17.0,59.0,99.0,190.0,246.0,321.0,312
OPM %,-372.0,-75.0,-40.0,-10.0,1.0,0.0,-4.0,10.0,14.0,25.0,24.0,24.0,22
Other Income,0.0,6.0,7.0,7.0,10.0,15.0,17.0,-19.0,5.0,23.0,38.0,22.0,53
Interest,0.0,0.0,1.0,1.0,1.0,2.0,6.0,16.0,8.0,6.0,8.0,22.0,36
Depreciation,0.0,2.0,4.0,5.0,5.0,6.0,7.0,20.0,20.0,21.0,24.0,30.0,32
Profit before tax,-29.0,-47.0,-66.0,-26.0,5.0,7.0,-13.0,4.0,75.0,186.0,251.0,292.0,298
Tax %,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,3.0,13.0,26.0,26.0,
Net Profit,-29.0,-47.0,-66.0,-26.0,5.0,4.0,-13.0,4.0,73.0,162.0,186.0,216.0,220
EPS in Rs,-23.68,-19.05,-23.35,-8.93,1.51,1.17,-3.52,1.11,14.87,11.03,12.7,14.73,14.88
