,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,42.0,17.0,25.0,85.0,78.0,38.0,77.0,461.0,661.0,633.0,444.0,1629.0,1742
Expenses,59.0,25.0,22.0,79.0,75.0,36.0,75.0,433.0,609.0,565.0,383.0,1454.0,1556
Operating Profit,-17.0,-8.0,2.0,6.0,3.0,2.0,2.0,28.0,51.0,68.0,61.0,175.0,186
OPM %,-42.0,-46.0,10.0,7.0,3.0,6.0,2.0,6.0,8.0,11.0,14.0,11.0,11
Other Income,0.0,-4.0,3.0,0.0,0.0,2.0,2.0,2.0,-1.0,4.0,18.0,8.0,10
Interest,3.0,1.0,2.0,0.0,1.0,3.0,1.0,0.0,1.0,9.0,13.0,19.0,23
Depreciation,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,7.0,8
Profit before tax,-23.0,-16.0,1.0,3.0,0.0,1.0,2.0,29.0,48.0,58.0,61.0,156.0,165
Tax %,0.0,0.0,0.0,0.0,-1613.0,13.0,46.0,-10.0,31.0,29.0,26.0,26.0,
Net Profit,-23.0,-16.0,1.0,3.0,5.0,0.0,1.0,32.0,33.0,41.0,45.0,116.0,122
EPS in Rs,-11.15,-7.46,0.56,1.45,2.53,0.22,0.45,15.06,15.78,19.49,21.61,52.5,55.29
