,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1312.0,1622.0,1634.0,1638.0,1674.0,1635.0,1874.0,2779.0,2363.0,1541.0,1665.0,1520.0,1525
Expenses,1062.0,1332.0,1345.0,1371.0,1436.0,1411.0,1638.0,2514.0,2143.0,1432.0,1507.0,1467.0,1443
Operating Profit,250.0,290.0,289.0,267.0,239.0,224.0,236.0,264.0,220.0,109.0,159.0,53.0,82
OPM %,19.0,18.0,18.0,16.0,14.0,14.0,13.0,10.0,9.0,7.0,10.0,3.0,5
Other Income,12.0,16.0,12.0,20.0,6.0,23.0,6.0,6.0,4.0,-22.0,11.0,43.0,42
Interest,115.0,115.0,138.0,126.0,123.0,117.0,115.0,148.0,126.0,112.0,79.0,79.0,75
Depreciation,61.0,76.0,84.0,77.0,57.0,62.0,64.0,63.0,61.0,60.0,57.0,59.0,60
Profit before tax,85.0,115.0,78.0,85.0,64.0,67.0,63.0,59.0,37.0,-85.0,34.0,-42.0,-11
Tax %,14.0,25.0,21.0,22.0,15.0,18.0,17.0,19.0,15.0,14.0,26.0,43.0,
Net Profit,73.0,86.0,62.0,66.0,54.0,55.0,52.0,48.0,32.0,-73.0,25.0,-24.0,-3
EPS in Rs,3.26,3.82,2.77,2.95,2.42,2.47,2.33,2.12,1.42,-3.27,1.12,-1.08,-0.12
