,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.95,0.87,1.06,1.17,1.0,1.19,0.21,1.11,3.09,2.8,7.62,7.67,7.78
Expenses,0.68,1.61,-0.47,0.65,0.46,0.56,0.13,0.61,1.88,1.44,10.07,5.63,8.02
Operating Profit,0.27,-0.74,1.53,0.52,0.54,0.63,0.08,0.5,1.21,1.36,-2.45,2.04,-0.24
OPM %,28.42,-85.06,144.34,44.44,54.0,52.94,38.1,45.05,39.16,48.57,-32.15,26.6,-3.08
Other Income,0.21,0.0,0.0,0.02,-0.01,0.03,-0.01,0.14,-0.15,-0.05,-4.61,0.21,0.16
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.03,0.0,0.00
Depreciation,0.08,0.07,0.06,0.05,0.01,0.02,0.04,0.03,0.02,0.01,0.02,0.13,0.13
Profit before tax,0.4,-0.81,1.47,0.49,0.52,0.64,0.03,0.61,1.03,1.27,-7.11,2.12,-0.21
Tax %,25.0,-9.88,8.16,30.61,30.77,31.25,33.33,19.67,28.16,29.13,-1.41,15.57,
Net Profit,0.3,-0.9,1.35,0.34,0.35,0.44,0.01,0.49,0.74,0.89,-7.21,1.79,-0.54
EPS in Rs,0.23,-0.69,1.04,0.26,0.27,0.34,0.01,0.38,0.57,0.68,-5.54,1.37,-0.41
