,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,141.0,116.0,108.0,131.0,93.0,106.0,73.0,71.0,126.0,123.0,159.0,272.0,308
Expenses,130.0,109.0,104.0,123.0,91.0,104.0,76.0,71.0,114.0,114.0,147.0,254.0,286
Operating Profit,12.0,7.0,4.0,8.0,2.0,2.0,-3.0,0.0,12.0,10.0,12.0,18.0,21
OPM %,8.0,6.0,3.0,6.0,3.0,2.0,-5.0,1.0,10.0,8.0,7.0,7.0,7
Other Income,1.0,-1.0,1.0,2.0,9.0,1.0,-0.0,59.0,3.0,2.0,1.0,1.0,2
Interest,8.0,8.0,7.0,9.0,10.0,11.0,12.0,12.0,8.0,8.0,10.0,12.0,14
Depreciation,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1
Profit before tax,3.0,-4.0,-4.0,-0.0,0.0,-9.0,-16.0,47.0,6.0,1.0,1.0,7.0,8
Tax %,36.0,28.0,31.0,-43.0,-111.0,17.0,18.0,-8.0,-5.0,52.0,27.0,91.0,
Net Profit,2.0,-3.0,-3.0,-1.0,1.0,-7.0,-13.0,50.0,6.0,1.0,1.0,1.0,2
EPS in Rs,2.1,-3.27,-3.02,-0.76,1.09,-8.32,-15.16,58.31,6.82,0.72,0.89,0.67,2.13
