,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,27.02,34.49,60.46,62.56,65.98,75.95,85.46,86.9,90.97,49.91,84.28,96.36,95.09
Expenses,26.76,33.47,59.24,61.39,64.99,74.83,84.01,84.51,86.14,47.03,79.49,90.05,89.71
Operating Profit,0.26,1.02,1.22,1.17,0.99,1.12,1.45,2.39,4.83,2.88,4.79,6.31,5.38
OPM %,0.96,2.96,2.02,1.87,1.5,1.47,1.7,2.75,5.31,5.77,5.68,6.55,5.66
Other Income,0.0,0.0,0.05,0.07,-0.16,0.25,0.48,0.46,0.42,1.9,0.78,1.77,2.25
Interest,0.0,0.69,0.88,0.8,0.6,0.68,0.77,0.86,2.71,2.85,2.83,3.71,3.99
Depreciation,0.0,0.08,0.11,0.19,0.14,0.13,0.13,0.3,1.01,1.02,1.47,1.64,1.63
Profit before tax,0.26,0.25,0.28,0.25,0.09,0.56,1.03,1.69,1.53,0.91,1.27,2.73,2.01
Tax %,23.08,48.0,25.0,28.0,33.33,42.86,28.16,24.85,41.18,60.44,22.83,18.68,
Net Profit,0.19,0.12,0.22,0.18,0.06,0.33,0.75,1.27,0.9,0.35,0.98,2.22,1.83
EPS in Rs,3.17,2.0,3.67,2.25,0.75,4.12,0.78,1.32,0.94,0.35,0.97,2.2,1.81
