,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,4,4,10,10,10,10,10,10,10,10,10,10,10
Reserves,12,14,17,18,21,24,26,30,38,42,42,37,35
Borrowings,22,22,19,28,30,29,38,30,11,10,35,50,52
Other Liabilities,8,9,8,7,9,10,14,12,14,15,15,21,39
Total Liabilities,46,49,53,63,70,73,89,82,73,77,101,119,137
Fixed Assets,20,23,25,36,38,40,47,43,39,42,46,43,72
CWIP,1,0,1,0,3,0,0,0,1,1,16,29,1
Investments,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Assets,26,26,27,28,29,33,42,39,33,33,39,47,64
Total Assets,46,49,53,63,70,73,89,82,73,77,101,119,137
