,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,11.48,114.06,141.63,104.0,26.87,21.92,0.68,0.53,0.42,0.38,0.26,22.18,32.30
Expenses,11.37,113.24,140.65,103.0,26.7,21.84,0.63,0.51,0.51,0.4,0.5,21.69,32.13
Operating Profit,0.11,0.82,0.98,1.0,0.17,0.08,0.05,0.02,-0.09,-0.02,-0.24,0.49,0.17
OPM %,0.96,0.72,0.69,0.96,0.63,0.36,7.35,3.77,-21.43,-5.26,-92.31,2.21,0.53
Other Income,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.07,0.08,0.00
Interest,-0.0,-0.0,-0.0,0.04,-0.0,0.01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.00
Depreciation,0.02,0.03,0.08,0.08,0.02,0.02,0.02,-0.0,-0.0,-0.0,-0.0,-0.0,0.00
Profit before tax,0.09,0.79,0.9,0.88,0.15,0.05,0.03,0.02,-0.09,-0.02,-0.17,0.57,0.17
Tax %,33.33,31.65,31.11,30.68,-6.67,20.0,33.33,-0.0,-0.0,-0.0,-0.0,29.82,
Net Profit,0.06,0.54,0.63,0.61,0.15,0.03,0.02,0.01,-0.1,-0.02,-0.17,0.39,-0.10
EPS in Rs,0.31,0.25,0.29,0.28,0.07,0.01,0.01,0.0,-0.05,-0.01,-0.08,0.18,-0.05
