,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,5.21,19.36,16.35,23.09,25.48,68.05,65.09,44.24,2.25,2.69,2.0,12.54,27.51
Expenses,5.2,19.33,16.06,22.84,25.67,67.77,64.86,44.6,2.31,2.71,2.13,16.38,29.83
Operating Profit,0.01,0.03,0.29,0.25,-0.19,0.28,0.23,-0.36,-0.06,-0.02,-0.13,-3.84,-2.32
OPM %,0.19,0.15,1.77,1.08,-0.75,0.41,0.35,-0.81,-2.67,-0.74,-6.5,-30.62,-8.43
Other Income,0.0,0.2,0.09,0.01,0.26,0.01,0.23,0.01,0.0,0.02,0.06,2.58,0.00
Interest,0.0,0.17,0.34,0.21,0.0,0.0,0.0,0.02,0.0,0.01,0.01,0.0,0.00
Depreciation,0.0,0.03,0.04,0.04,0.03,0.03,0.03,0.05,0.03,0.01,0.0,0.0,0.00
Profit before tax,0.01,0.03,0.00,0.01,0.04,0.26,0.43,-0.42,-0.09,-0.02,-0.08,-1.26,-2.32
Tax %,0.0,33.33,,0.0,0.0,30.77,25.58,0.0,0.0,0.0,0.0,0.0,
Net Profit,0.01,0.02,0.00,0.01,0.04,0.19,0.32,-0.42,-0.09,-0.03,-0.08,-1.26,-2.32
EPS in Rs,0.05,0.01,0.00,0.01,0.02,0.12,0.04,-0.03,-0.01,-0.0,-0.01,-0.08,-0.15
