,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1.95,20.88,16.39,50.59,36.12,4.03,1.75,7.11,3.83,3.17,8.3,6.97,10.48
Expenses,3.25,20.6,17.75,54.63,38.53,6.73,3.26,8.52,4.92,3.55,9.42,8.74,12.03
Operating Profit,-1.3,0.28,-1.36,-4.04,-2.41,-2.7,-1.51,-1.41,-1.09,-0.38,-1.12,-1.77,-1.55
OPM %,-66.67,1.34,-8.3,-7.99,-6.67,-67.0,-86.29,-19.83,-28.46,-11.99,-13.49,-25.39,-14.79
Other Income,2.0,2.58,2.89,0.96,1.31,1.32,1.21,1.17,1.06,0.94,0.79,0.65,0.57
Interest,0.01,0.16,0.78,0.14,0.09,0.24,0.04,0.16,0.08,0.16,0.07,0.15,0.17
Depreciation,0.04,0.03,0.03,0.05,0.04,0.08,0.09,0.08,0.08,0.08,0.06,0.01,0.00
Profit before tax,0.65,2.67,0.72,-3.27,-1.23,-1.7,-0.43,-0.48,-0.19,0.32,-0.46,-1.28,-1.15
Tax %,49.23,40.07,20.83,-3.36,0.0,-2.35,0.0,0.0,0.0,3.12,0.0,0.0,
Net Profit,0.32,1.59,0.57,-3.38,-1.24,-1.74,-0.44,-0.48,-0.19,0.31,-0.46,-1.28,-1.15
EPS in Rs,0.22,1.1,0.39,-2.33,-0.86,-1.2,-0.3,-0.33,-0.13,0.21,-0.32,-0.88,-0.79
