,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,553.0,704.0,648.0,698.0,856.0,1091.0,977.0,1092.0,1313.0,1222.0,1400.0,1627.0,1662
Expenses,464.0,592.0,564.0,674.0,717.0,1012.0,940.0,1049.0,1229.0,1095.0,1222.0,1514.0,1552
Operating Profit,90.0,112.0,84.0,24.0,139.0,79.0,37.0,42.0,84.0,126.0,178.0,113.0,111
OPM %,16.0,16.0,13.0,3.0,16.0,7.0,4.0,4.0,6.0,10.0,13.0,7.0,7
Other Income,1.0,-1.0,-0.0,8.0,1.0,2.0,7.0,15.0,231.0,77.0,-13.0,23.0,19
Interest,79.0,73.0,80.0,87.0,95.0,90.0,99.0,94.0,22.0,18.0,29.0,23.0,27
Depreciation,32.0,33.0,33.0,27.0,28.0,28.0,31.0,33.0,34.0,27.0,28.0,31.0,33
Profit before tax,-20.0,5.0,-30.0,-82.0,17.0,-38.0,-87.0,-69.0,259.0,158.0,109.0,82.0,70
Tax %,-0.0,1.0,19.0,33.0,-0.0,-19.0,1.0,-8.0,-3.0,-0.0,22.0,23.0,
Net Profit,-20.0,5.0,-24.0,-55.0,17.0,-45.0,-86.0,-75.0,266.0,158.0,85.0,63.0,48
EPS in Rs,-1.33,0.35,-1.56,-3.58,1.09,-2.94,-5.63,-4.88,17.3,10.27,5.55,4.13,3.10
