,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,18.89,16.66,20.57,22.61,27.7,20.28,11.09,8.59,5.42,2.61,4.3,6.3,6.11
Expenses,17.6,16.6,20.24,22.76,27.41,22.23,15.87,10.43,10.43,4.12,6.06,8.36,8.50
Operating Profit,1.29,0.06,0.33,-0.15,0.29,-1.95,-4.78,-1.84,-5.01,-1.51,-1.76,-2.06,-2.39
OPM %,6.83,0.36,1.6,-0.66,1.05,-9.62,-43.1,-21.42,-92.44,-57.85,-40.93,-32.7,-39.12
Other Income,0.15,1.17,1.06,0.83,-29.73,1.33,3.33,0.48,-1.43,0.84,0.74,0.43,0.23
Interest,0.21,0.26,0.4,0.47,0.21,0.14,0.18,0.12,0.27,0.2,0.02,0.04,0.05
Depreciation,0.51,0.52,0.57,0.47,0.44,0.4,0.44,0.89,0.78,0.58,0.03,0.02,0.02
Profit before tax,0.72,0.45,0.42,-0.26,-30.09,-1.16,-2.07,-2.37,-7.49,-1.45,-1.07,-1.69,-2.23
Tax %,19.44,51.11,45.24,7.69,-15.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Net Profit,0.58,0.22,0.23,-0.24,-34.87,-1.16,-2.08,-2.37,-7.49,-1.45,-1.07,-1.68,-2.22
EPS in Rs,0.07,0.03,0.03,-0.03,-4.33,-0.14,-0.26,-0.29,-0.93,-0.18,-0.13,-0.21,-0.28
