,2019-06-01,2019-09-01,2019-12-01,2020-03-01,2020-06-01,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01
Sales,299.0,312.0,283.0,246.0,95.0,105.0,116.0,150.0,129.0,163.0,183.0,134.0,67.0
Expenses,242.0,248.0,217.0,180.0,92.0,110.0,108.0,111.0,113.0,140.0,139.0,102.0,78.0
Operating Profit,57.0,64.0,66.0,66.0,3.0,-5.0,8.0,39.0,16.0,24.0,43.0,32.0,-11.0
OPM %,19.0,20.0,23.0,27.0,4.0,-5.0,6.0,26.0,12.0,14.0,24.0,24.0,-17.0
Other Income,1.0,1.0,-44.0,-30.0,10.0,2.0,16.0,5.0,7.0,7.0,11.0,-622.0,11.0
Interest,16.0,16.0,24.0,25.0,25.0,25.0,25.0,24.0,23.0,20.0,21.0,15.0,15.0
Depreciation,39.0,41.0,41.0,45.0,44.0,41.0,40.0,40.0,42.0,38.0,38.0,19.0,14.0
Profit before tax,3.0,9.0,-42.0,-34.0,-55.0,-69.0,-41.0,-19.0,-43.0,-27.0,-4.0,-624.0,-30.0
Tax %,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Profit,3.0,9.0,-42.0,-34.0,-55.0,-69.0,-41.0,-19.0,-43.0,-27.0,-4.0,-624.0,-30.0
EPS in Rs,0.85,2.2,-9.61,-7.72,-12.63,-15.67,-9.41,-4.31,-9.71,-6.1,-0.98,-142.24,-6.84
