,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1052.0,1369.0,1275.0,1070.0,940.0,1028.0,1312.0,1261.0,1085.0,1086.0,1998.0,2132.0,2004
Expenses,980.0,1234.0,1192.0,1032.0,842.0,871.0,1022.0,1055.0,1007.0,865.0,1557.0,1946.0,1923
Operating Profit,72.0,135.0,83.0,38.0,98.0,158.0,290.0,206.0,78.0,221.0,441.0,186.0,81
OPM %,7.0,10.0,7.0,4.0,10.0,15.0,22.0,16.0,7.0,20.0,22.0,9.0,4
Other Income,5.0,5.0,3.0,8.0,5.0,4.0,7.0,12.0,21.0,7.0,12.0,30.0,33
Interest,53.0,52.0,49.0,35.0,23.0,17.0,13.0,12.0,17.0,21.0,20.0,31.0,39
Depreciation,23.0,23.0,23.0,18.0,25.0,36.0,31.0,36.0,44.0,50.0,57.0,56.0,61
Profit before tax,2.0,64.0,15.0,-7.0,55.0,109.0,253.0,169.0,38.0,157.0,375.0,129.0,14
Tax %,54.0,32.0,20.0,-102.0,41.0,35.0,33.0,33.0,39.0,25.0,25.0,31.0,
Net Profit,1.0,44.0,12.0,-14.0,32.0,71.0,170.0,114.0,23.0,118.0,281.0,90.0,0
EPS in Rs,0.09,4.28,1.16,-1.34,3.14,6.9,16.64,11.09,2.26,11.49,27.47,8.77,0.01
