,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,61.0,101.0,121.0,128.0,152.0,180.0,269.0,517.0,515.0,257.0,248.0,324.0,338
Expenses,83.0,109.0,109.0,97.0,108.0,121.0,166.0,359.0,346.0,214.0,197.0,293.0,325
Operating Profit,-22.0,-8.0,12.0,31.0,43.0,59.0,103.0,158.0,169.0,43.0,51.0,31.0,13
OPM %,-36.0,-8.0,10.0,24.0,29.0,33.0,38.0,31.0,33.0,17.0,20.0,10.0,4
Other Income,1.0,1.0,3.0,4.0,2.0,4.0,3.0,32.0,10.0,56.0,31.0,-408.0,-404
Interest,3.0,6.0,10.0,15.0,20.0,21.0,19.0,47.0,59.0,51.0,44.0,44.0,43
Depreciation,3.0,7.0,7.0,9.0,10.0,10.0,11.0,28.0,64.0,50.0,37.0,32.0,30
Profit before tax,-27.0,-20.0,-2.0,10.0,15.0,32.0,76.0,115.0,56.0,-2.0,1.0,-452.0,-465
Tax %,-1.0,-7.0,0.0,0.0,0.0,-3.0,35.0,27.0,55.0,-947.0,1665.0,-2.0,
Net Profit,-28.0,-21.0,-2.0,10.0,15.0,34.0,49.0,83.0,25.0,-21.0,-13.0,-462.0,-473
EPS in Rs,-1.05,-0.81,-0.06,0.31,0.47,1.04,1.51,2.33,1.34,-0.27,-0.08,-13.6,-13.92
