,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,22.83,21.45,19.4,18.44,14.6,19.11,16.62,10.21,8.14,9.34,9.4,10.89,12.29
Expenses,13.45,14.21,14.44,16.74,12.12,15.9,14.69,23.29,9.93,9.69,10.56,10.77,10.35
Operating Profit,9.38,7.24,4.96,1.7,2.48,3.21,1.93,-13.08,-1.79,-0.35,-1.16,0.12,1.94
OPM %,41.09,33.75,25.57,9.22,16.99,16.8,11.61,-128.11,-21.99,-3.75,-12.34,1.1,15.79
Other Income,1.13,-1.42,-3.47,0.89,-2.35,0.11,1.21,0.25,0.29,0.47,2.25,1.24,0.15
Interest,4.21,3.56,2.9,2.44,1.48,1.21,1.04,0.67,0.74,0.66,0.47,0.39,0.29
Depreciation,4.7,4.38,3.21,3.9,2.94,2.1,1.83,1.31,0.99,0.86,0.77,0.61,0.55
Profit before tax,1.6,-2.12,-4.62,-3.75,-4.29,0.01,0.27,-14.81,-3.23,-1.4,-0.15,0.36,1.25
Tax %,41.88,25.94,23.81,8.0,41.26,5700.0,-303.7,1.15,-2.48,18.57,46.67,-13.89,
Net Profit,0.93,-1.57,-3.51,-3.44,-2.52,-0.55,1.1,-14.65,-3.31,-1.13,-0.08,0.41,1.39
EPS in Rs,0.64,-1.08,-2.42,-2.37,-1.74,-0.38,0.76,-10.11,-2.28,-0.78,-0.06,0.28,0.96
