,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,2866.0,2160.0,2733.0,3447.0,4066.0,4498.0,4975.0,5240.0,3487.0,2243.0,1908.0,1777.0,2008
Expenses,2450.0,1829.0,2290.0,2861.0,3064.0,3302.0,3493.0,3759.0,2342.0,1645.0,2255.0,1729.0,1933
Operating Profit,417.0,331.0,443.0,586.0,1002.0,1196.0,1481.0,1481.0,1145.0,598.0,-348.0,48.0,75
OPM %,15.0,15.0,16.0,17.0,25.0,27.0,30.0,28.0,33.0,27.0,-18.0,3.0,4
Other Income,26.0,163.0,152.0,56.0,107.0,154.0,114.0,319.0,1873.0,377.0,755.0,31.0,110
Interest,156.0,304.0,452.0,617.0,1075.0,1191.0,1313.0,1329.0,1411.0,1003.0,975.0,661.0,473
Depreciation,86.0,171.0,130.0,223.0,233.0,321.0,358.0,392.0,401.0,211.0,167.0,131.0,124
Profit before tax,200.0,18.0,12.0,-198.0,-199.0,-162.0,-76.0,79.0,1206.0,-239.0,-735.0,-713.0,-412
Tax %,40.0,237.0,-118.0,-17.0,-11.0,-6.0,-50.0,168.0,8.0,1.0,1.0,2.0,
Net Profit,117.0,-30.0,26.0,-235.0,-221.0,-172.0,-114.0,-54.0,1106.0,-237.0,-728.0,-699.0,-403
EPS in Rs,8.13,0.5,2.93,-10.23,-6.02,-3.15,-0.18,1.23,46.21,-9.03,-42.18,-34.34,-22.00
