,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,94.0,105.0,134.0,119.0,150.0,166.0,183.0,190.0,181.0,199.0,244.0,245.0,250
Expenses,87.0,97.0,122.0,117.0,140.0,157.0,168.0,173.0,164.0,169.0,213.0,214.0,221
Operating Profit,8.0,8.0,11.0,2.0,10.0,9.0,16.0,16.0,17.0,30.0,31.0,31.0,30
OPM %,8.0,8.0,8.0,2.0,7.0,5.0,8.0,9.0,9.0,15.0,13.0,13.0,12
Other Income,1.0,0.0,-0.0,1.0,3.0,-2.0,2.0,1.0,0.0,0.0,19.0,2.0,2
Interest,6.0,5.0,4.0,3.0,11.0,9.0,10.0,11.0,10.0,7.0,5.0,7.0,8
Depreciation,2.0,2.0,2.0,3.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7
Profit before tax,1.0,1.0,5.0,-4.0,-3.0,-8.0,2.0,0.0,1.0,17.0,39.0,19.0,17
Tax %,-17.0,18.0,107.0,19.0,75.0,16.0,20.0,0.0,46.0,15.0,30.0,28.0,
Net Profit,1.0,1.0,-0.0,-3.0,-1.0,-7.0,1.0,0.0,1.0,14.0,27.0,14.0,12
EPS in Rs,1.32,1.14,-0.54,-4.32,-1.16,-9.07,1.63,0.3,0.87,19.28,37.37,18.58,16.42
