,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.00,0.0,0.0,171.89,218.13,259.59,259.45,219.87,151.9,0.44,0.97,0.73,0.49
Expenses,0.09,0.0,0.0,127.82,177.73,232.06,238.9,213.79,160.63,8.11,7.34,10.72,8.82
Operating Profit,-0.09,0.0,0.0,44.07,40.40,27.53,20.55,6.08,-8.73,-7.67,-6.37,-9.99,-8.33
OPM %,,,,25.64,18.52,10.61,7.92,2.77,-5.75,-1743.18,-656.7,-1368.49,-1700.00
Other Income,0.00,0.0,0.0,0.92,1.23,1.77,1.01,0.97,8.5,5.13,1.54,0.78,0.39
Interest,0.00,0.0,0.0,11.47,5.88,3.08,2.37,3.09,7.7,0.2,0.49,0.5,0.21
Depreciation,0.00,0.0,0.0,2.35,2.99,3.4,3.67,3.86,14.01,0.05,0.04,0.04,0.05
Profit before tax,-0.09,0.0,0.0,31.17,32.76,22.82,15.52,0.1,-21.94,-2.79,-5.36,-9.75,-8.20
Tax %,0.00,,,35.29,34.65,38.74,41.75,690.0,-41.52,0.0,0.0,0.92,
Net Profit,-0.09,0.0,0.0,20.17,21.42,13.98,9.03,-0.59,-31.05,-2.79,-5.36,-9.66,-8.20
EPS in Rs,,,,,,6.33,4.09,-0.27,-14.06,-1.26,-2.43,-4.37,-3.71
