,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,3.91,3.59,3.23,2.45,2.89,2.34,2.26,1.57,1.32,1.08,1.03,0.68,0.76
Expenses,3.43,3.09,2.75,2.16,2.56,2.15,1.92,1.57,1.15,1.11,0.92,0.68,0.80
Operating Profit,0.48,0.5,0.48,0.29,0.33,0.19,0.34,0.0,0.17,-0.03,0.11,0.0,-0.04
OPM %,12.28,13.93,14.86,11.84,11.42,8.12,15.04,0.0,12.88,-2.78,10.68,0.0,-5.26
Other Income,0.0,0.01,0.06,0.0,0.01,0.0,0.02,0.0,0.0,0.16,0.02,0.11,0.13
Interest,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.00
Depreciation,0.37,0.33,0.32,0.52,0.17,0.14,0.15,0.12,0.12,0.12,0.11,0.12,0.15
Profit before tax,0.11,0.18,0.21,-0.24,0.16,0.05,0.21,-0.13,0.04,0.01,0.02,-0.01,-0.06
Tax %,0.0,0.0,0.0,0.0,-6.25,-20.0,4.76,-7.69,25.0,0.0,0.0,0.0,
Net Profit,0.11,0.18,0.21,-0.23,0.18,0.07,0.21,-0.14,0.04,0.02,0.02,-0.01,-0.05
EPS in Rs,0.01,0.01,0.01,-0.01,0.01,0.0,0.01,-0.01,0.0,0.0,0.0,-0.0,0.00
