,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,782,817.0,769.0,777.0,816.0,908.0,1046.0,1205.0,1040.0,1009.0,1525.0,2326.0,1896
Expenses,681,695.0,670.0,669.0,710.0,776.0,866.0,974.0,884.0,860.0,1219.0,1786.0,1612
Operating Profit,101,121.0,99.0,108.0,107.0,132.0,180.0,231.0,157.0,149.0,306.0,539.0,285
OPM %,13,15.0,13.0,14.0,13.0,15.0,17.0,19.0,15.0,15.0,20.0,23.0,15
Other Income,5,4.0,-19.0,0.0,5.0,9.0,7.0,-6.0,8.0,10.0,7.0,6.0,33
Interest,42,45.0,40.0,40.0,44.0,60.0,58.0,71.0,44.0,48.0,35.0,30.0,25
Depreciation,37,41.0,36.0,36.0,35.0,47.0,77.0,58.0,56.0,63.0,69.0,74.0,78
Profit before tax,28,40.0,4.0,32.0,33.0,34.0,53.0,95.0,64.0,48.0,209.0,442.0,214
Tax %,50,6.0,-11.0,30.0,26.0,52.0,44.0,28.0,26.0,40.0,36.0,18.0,
Net Profit,14,38.0,5.0,22.0,24.0,17.0,30.0,68.0,47.0,29.0,134.0,362.0,158
EPS in Rs,,5.31,0.64,2.81,2.95,1.9,3.22,7.08,4.65,2.7,12.53,33.77,14.71
