,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,312.0,111.0,48.0,84.0,106.0,108.0,108.0,109.0,124.0,175.0,356.0,605.0,629
Expenses,295.0,107.0,47.0,68.0,102.0,105.0,109.0,108.0,118.0,174.0,351.0,596.0,617
Operating Profit,17.0,4.0,0.0,16.0,4.0,3.0,-2.0,2.0,5.0,1.0,5.0,9.0,11
OPM %,5.0,3.0,0.0,19.0,4.0,2.0,-2.0,1.0,4.0,1.0,1.0,1.0,2
Other Income,7.0,5.0,3.0,-1.0,1.0,1.0,8.0,1.0,-1.0,3.0,-0.0,-1.0,-2
Interest,10.0,13.0,6.0,12.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
Depreciation,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2
Profit before tax,12.0,-6.0,-5.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,6.0,7
Tax %,32.0,-2.0,-2.0,2.0,34.0,22.0,75.0,-7.0,19.0,33.0,24.0,37.0,
Net Profit,8.0,-6.0,-5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,4
EPS in Rs,7.26,-5.25,-5.02,0.83,0.61,0.68,0.71,0.66,0.84,0.33,0.62,1.0,1.11
