,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,7.86,0.99,6.44,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.18,75.13,67.71
Expenses,7.7,0.42,7.82,0.29,0.19,5.15,0.12,0.09,0.09,0.09,0.23,73.54,66.97
Operating Profit,0.16,0.57,-1.38,-0.29,-0.19,-5.15,-0.12,-0.09,-0.09,0.00,-0.05,1.59,0.74
OPM %,2.04,57.58,-21.43,,,,,,,0.00,-27.78,2.12,1.09
Other Income,0.07,0.07,0.14,0.17,0.03,0.22,0.11,0.00,0.00,0.00,0.33,5.56,9.98
Interest,0.0,0.13,0.19,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00
Depreciation,0.0,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.02
Profit before tax,0.23,0.5,-1.44,-0.15,-0.17,-4.93,-0.01,-0.09,-0.09,0.00,0.27,7.14,10.70
Tax %,34.78,18.0,0.0,0.00,-147.06,0.00,0.00,0.00,0.00,,0.0,24.79,
Net Profit,0.15,0.4,-1.44,-0.15,-0.42,-4.94,-0.01,-0.09,-0.09,0.00,0.27,5.36,9.02
EPS in Rs,0.02,0.01,-0.04,-0.00,-0.01,-0.15,-0.00,-0.00,-0.00,0.00,0.01,0.13,0.21
