,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Revenue,3583.0,4434.0,5015.0,5286.0,5557.0,5847.0,6193.0,6877.0,7764.0,7305.0,6587.0,7233.0,8025
Interest,2562.0,3153.0,3616.0,3920.0,4048.0,4172.0,4227.0,4857.0,5446.0,4899.0,4347.0,4221.0,4705
Expenses,665.0,920.0,994.0,1396.0,1450.0,1725.0,2239.0,2296.0,3136.0,3467.0,3106.0,2629.0,2964
Financing Profit,356.0,361.0,405.0,-30.0,59.0,-50.0,-274.0,-276.0,-818.0,-1060.0,-866.0,383.0,357
Financing Margin %,10.0,8.0,8.0,-1.0,1.0,-1.0,-4.0,-4.0,-11.0,-15.0,-13.0,5.0,4
Other Income,247.0,335.0,368.0,497.0,517.0,716.0,837.0,726.0,1046.0,1229.0,1034.0,813.0,1028
Depreciation,31.0,40.0,45.0,-1.0,67.0,65.0,64.0,70.0,78.0,83.0,84.0,87.0,0
Profit before tax,572.0,656.0,729.0,468.0,510.0,600.0,500.0,380.0,150.0,87.0,84.0,1108.0,1385
Tax %,30.0,23.0,30.0,34.0,35.0,35.0,33.0,35.0,30.0,29.0,46.0,30.0,
Net Profit,402.0,502.0,508.0,307.0,333.0,392.0,335.0,248.0,105.0,62.0,45.0,775.0,914
EPS in Rs,2.66,2.81,2.83,1.71,1.85,2.18,1.85,1.37,0.58,0.3,0.21,3.7,4.37
