,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.12,0.1,0.00,16.5,31.53,23.69,0.88,0.08,0.1,0.15,0.05,0.05,0.04
Expenses,0.53,0.36,0.27,16.68,31.84,24.0,1.41,0.51,0.62,0.5,0.37,0.4,0.41
Operating Profit,-0.41,-0.26,-0.27,-0.18,-0.31,-0.31,-0.53,-0.43,-0.52,-0.35,-0.32,-0.35,-0.37
OPM %,-341.67,-260.0,,-1.09,-0.98,-1.31,-60.23,-537.5,-520.0,-233.33,-640.0,-700.0,-925.00
Other Income,-0.01,0.58,0.21,0.39,0.97,0.88,0.74,0.69,0.92,0.59,0.58,0.67,0.82
Interest,0.0,0.0,0.00,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Depreciation,0.12,0.15,0.14,0.19,0.17,0.13,0.12,0.08,0.07,0.07,0.07,0.05,0.04
Profit before tax,-0.54,0.17,-0.20,0.01,0.49,0.44,0.09,0.18,0.33,0.17,0.19,0.27,0.41
Tax %,20.37,0.0,0.00,0.0,0.0,0.0,22.22,33.33,33.33,47.06,5.26,22.22,
Net Profit,-0.43,0.17,-0.20,0.02,0.49,0.44,0.08,0.12,0.22,0.1,0.19,0.21,0.30
EPS in Rs,-1.63,0.64,-0.76,0.08,1.86,1.67,0.3,0.45,0.83,0.38,0.72,0.8,1.14
