,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1667.0,1182.0,1348.0,1588.0,1641.0,1818.0,2024.0,2280.0,2317.0,2130.0,3027.0,3647.0,3737
Expenses,1382.0,1058.0,1188.0,1333.0,1351.0,1506.0,1692.0,1975.0,2037.0,1795.0,2495.0,3064.0,3167
Operating Profit,285.0,123.0,159.0,256.0,290.0,313.0,332.0,305.0,280.0,336.0,532.0,583.0,570
OPM %,17.0,10.0,12.0,16.0,18.0,17.0,16.0,13.0,12.0,16.0,18.0,16.0,15
Other Income,-16.0,7.0,3.0,18.0,6.0,22.0,7.0,3.0,13.0,6.0,21.0,23.0,48
Interest,59.0,40.0,60.0,46.0,48.0,30.0,36.0,47.0,39.0,13.0,11.0,17.0,21
Depreciation,56.0,28.0,39.0,48.0,47.0,59.0,91.0,59.0,76.0,69.0,74.0,78.0,86
Profit before tax,156.0,62.0,63.0,180.0,200.0,245.0,212.0,202.0,177.0,260.0,468.0,512.0,511
Tax %,4.0,7.0,-1.0,16.0,15.0,21.0,22.0,26.0,29.0,26.0,33.0,25.0,
Net Profit,150.0,58.0,63.0,150.0,170.0,193.0,166.0,149.0,125.0,191.0,313.0,384.0,381
EPS in Rs,5.52,2.48,2.71,6.7,7.6,8.57,7.34,6.68,6.78,8.62,14.09,17.25,17.13
