,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1092.0,1347.0,1502.0,1824.0,2035.0,2276.0,2049.0,2012.0,1706.0,683.0,952.0,883.0,1222
Expenses,934.0,1210.0,1403.0,1672.0,1833.0,2100.0,1833.0,1843.0,1630.0,690.0,957.0,854.0,1181
Operating Profit,158.0,137.0,100.0,152.0,202.0,176.0,217.0,169.0,76.0,-7.0,-6.0,29.0,41
OPM %,14.0,10.0,7.0,8.0,10.0,8.0,11.0,8.0,4.0,-1.0,-1.0,3.0,3
Other Income,11.0,43.0,89.0,83.0,53.0,99.0,73.0,68.0,112.0,-43.0,30.0,28.0,19
Interest,123.0,151.0,168.0,198.0,225.0,260.0,214.0,161.0,157.0,67.0,22.0,50.0,45
Depreciation,25.0,25.0,27.0,24.0,27.0,21.0,17.0,11.0,11.0,6.0,4.0,3.0,3
Profit before tax,21.0,4.0,-6.0,13.0,3.0,-6.0,60.0,65.0,21.0,-122.0,-1.0,3.0,12
Tax %,39.0,-24.0,-28.0,69.0,361.0,100.0,19.0,38.0,71.0,4.0,89.0,88.0,
Net Profit,14.0,7.0,-12.0,2.0,-11.0,-4.0,50.0,40.0,7.0,-117.0,-0.0,0.0,9
EPS in Rs,2.15,1.48,-3.41,0.26,-1.63,-2.33,13.75,10.84,1.8,-31.98,0.08,0.09,1.93
