,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,17.72,16.28,16.75,16.84,17.76,19.4,25.14,28.14,29.81,26.35,34.98,39.14,41.67
Expenses,17.29,15.81,16.88,15.92,16.84,18.38,23.8,26.56,30.36,29.4,32.45,34.95,38.68
Operating Profit,0.43,0.47,-0.13,0.92,0.92,1.02,1.34,1.58,-0.55,-3.05,2.53,4.19,2.99
OPM %,2.43,2.89,-0.78,5.46,5.18,5.26,5.33,5.61,-1.85,-11.57,7.23,10.71,7.18
Other Income,0.23,0.01,0.05,0.11,0.13,0.17,0.05,0.02,1.92,0.02,0.02,0.03,0.04
Interest,0.7,0.69,0.65,0.71,0.71,0.65,0.66,0.66,0.45,0.22,0.36,0.38,0.41
Depreciation,0.15,0.13,0.13,0.08,0.08,0.17,0.29,0.34,0.37,0.47,0.54,0.73,0.75
Profit before tax,-0.19,-0.34,-0.86,0.24,0.26,0.37,0.44,0.6,0.55,-3.72,1.65,3.11,1.87
Tax %,-336.84,0.0,0.0,0.0,0.0,18.92,31.82,20.0,60.0,-0.81,12.12,18.01,
Net Profit,-0.83,-0.34,-0.85,0.24,0.26,0.31,0.3,0.48,0.22,-3.75,1.45,2.56,1.47
EPS in Rs,-1.67,-0.68,-1.71,0.48,0.52,0.62,0.6,0.96,0.35,-6.02,2.33,4.11,2.35
