,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,372.0,474.0,576.0,596.0,503.0,774.0,777.0,752.0,359.0,78.0,12.0,107.0,167
Expenses,370.0,465.0,566.0,586.0,490.0,756.0,758.0,735.0,386.0,135.0,11.0,100.0,163
Operating Profit,2.0,8.0,11.0,10.0,13.0,18.0,19.0,17.0,-27.0,-57.0,1.0,7.0,4
OPM %,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,-8.0,-73.0,7.0,7.0,2
Other Income,7.0,2.0,4.0,4.0,1.0,1.0,2.0,3.0,4.0,5.0,102.0,3.0,8
Interest,7.0,9.0,12.0,11.0,12.0,16.0,17.0,16.0,23.0,27.0,0.0,0.0,-0
Depreciation,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1
Profit before tax,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,-48.0,-80.0,102.0,9.0,11
Tax %,33.0,33.0,31.0,34.0,33.0,34.0,40.0,36.0,35.0,34.0,35.0,28.0,
Net Profit,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,-31.0,-53.0,67.0,7.0,8
EPS in Rs,20.0,15.87,21.75,21.21,1.87,2.06,1.78,2.09,-28.71,-48.62,61.22,6.13,7.42
