,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,8.89,12.46,16.41,12.86,10.51,12.88,11.91,12.71,12.15,15.15,18.36,19.38,18.22
Expenses,9.35,11.53,14.59,11.47,10.08,13.53,12.62,13.03,12.58,14.66,19.41,20.22,18.93
Operating Profit,-0.46,0.93,1.82,1.39,0.43,-0.65,-0.71,-0.32,-0.43,0.49,-1.05,-0.84,-0.71
OPM %,-5.17,7.46,11.09,10.81,4.09,-5.05,-5.96,-2.52,-3.54,3.23,-5.72,-4.33,-3.90
Other Income,-0.48,0.51,0.0,0.0,0.0,0.06,0.06,0.24,0.54,0.99,0.88,0.81,0.79
Interest,0.3,0.29,0.87,0.9,0.8,0.79,0.75,0.95,1.07,0.98,0.87,0.85,0.03
Depreciation,0.14,0.22,0.66,1.18,0.78,1.45,1.33,1.24,1.17,0.91,0.5,0.4,0.36
Profit before tax,-1.38,0.93,0.29,-0.69,-1.15,-2.83,-2.73,-2.27,-2.13,-0.41,-1.54,-1.28,-0.31
Tax %,-2.17,24.73,24.14,20.29,33.04,6.71,8.79,7.93,8.45,21.95,7.14,7.81,
Net Profit,-1.41,0.7,0.23,-0.55,-0.76,-2.64,-2.5,-2.1,-1.94,-0.32,-1.43,-1.18,-0.30
EPS in Rs,-0.21,0.1,0.03,-0.08,-0.11,-0.4,-0.36,-0.28,-0.26,-0.04,-0.16,-0.13,-0.03
