,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1958.0,2254.0,2201.0,2356.0,2531.0,2784.0,2919.0,3341.0,3305.0,2491.0,3052.0,4545.0,4043
Expenses,1602.0,1847.0,1767.0,1828.0,1901.0,2103.0,2313.0,2582.0,2576.0,1886.0,2322.0,3048.0,2817
Operating Profit,356.0,407.0,434.0,528.0,629.0,681.0,607.0,759.0,729.0,605.0,730.0,1497.0,1226
OPM %,18.0,18.0,20.0,22.0,25.0,24.0,21.0,23.0,22.0,24.0,24.0,33.0,30
Other Income,9.0,-50.0,-26.0,-15.0,-3.0,37.0,38.0,16.0,16.0,18.0,211.0,124.0,245
Interest,213.0,179.0,183.0,171.0,165.0,137.0,127.0,127.0,120.0,74.0,51.0,39.0,35
Depreciation,106.0,82.0,82.0,85.0,82.0,86.0,110.0,117.0,131.0,111.0,87.0,94.0,99
Profit before tax,46.0,96.0,143.0,257.0,380.0,495.0,407.0,531.0,495.0,437.0,802.0,1489.0,1337
Tax %,3.0,26.0,24.0,29.0,32.0,23.0,13.0,34.0,20.0,25.0,19.0,23.0,
Net Profit,44.0,71.0,109.0,182.0,258.0,380.0,356.0,351.0,397.0,326.0,650.0,1142.0,1048
EPS in Rs,4.45,7.14,10.85,18.19,25.78,38.04,36.59,35.77,41.75,34.33,68.14,119.41,109.62
