,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,109.0,134.0,150.0,180.0,235.0,298.0,332.0,370.0,401.0,474.0,562.0,486.0,502
Expenses,60.0,71.0,81.0,109.0,140.0,182.0,193.0,222.0,233.0,304.0,330.0,371.0,383
Operating Profit,49.0,64.0,69.0,71.0,95.0,115.0,139.0,148.0,168.0,171.0,232.0,115.0,118
OPM %,45.0,47.0,46.0,40.0,40.0,39.0,42.0,40.0,42.0,36.0,41.0,24.0,24
Other Income,5.0,18.0,7.0,13.0,6.0,-16.0,21.0,14.0,-35.0,12.0,7.0,5.0,6
Interest,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,5.0,3
Depreciation,2.0,3.0,6.0,11.0,11.0,12.0,12.0,14.0,20.0,21.0,28.0,34.0,36
Profit before tax,52.0,78.0,69.0,73.0,89.0,87.0,148.0,147.0,112.0,161.0,207.0,81.0,85
Tax %,33.0,27.0,33.0,33.0,34.0,46.0,35.0,35.0,29.0,26.0,27.0,30.0,
Net Profit,35.0,57.0,46.0,49.0,59.0,47.0,96.0,95.0,79.0,120.0,152.0,57.0,60
EPS in Rs,32.32,52.04,42.28,9.75,10.94,8.69,17.87,18.04,15.01,22.65,28.74,10.76,11.26
