,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,282.0,284.0,287.0,297.0,258.0,255.0,226.0,172.0,69.0,37.0,51.0,52.0,43
Expenses,281.0,263.0,263.0,280.0,243.0,238.0,223.0,184.0,73.0,40.0,55.0,54.0,47
Operating Profit,1.0,22.0,24.0,17.0,15.0,17.0,3.0,-12.0,-4.0,-3.0,-5.0,-3.0,-4
OPM %,1.0,8.0,8.0,6.0,6.0,7.0,1.0,-7.0,-6.0,-9.0,-9.0,-5.0,-9
Other Income,2.0,5.0,2.0,5.0,3.0,3.0,8.0,13.0,1.0,2.0,0.0,1.0,8
Interest,18.0,16.0,16.0,17.0,16.0,16.0,14.0,16.0,15.0,18.0,28.0,21.0,23
Depreciation,11.0,10.0,9.0,8.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,20.0,19
Profit before tax,-25.0,0.0,1.0,-3.0,-3.0,-1.0,-9.0,-20.0,-22.0,-24.0,-36.0,-43.0,-39
Tax %,33.0,93.0,19.0,55.0,23.0,30.0,34.0,10.0,-1.0,0.0,0.0,-0.0,
Net Profit,-17.0,0.0,1.0,-1.0,-2.0,-1.0,-6.0,-18.0,-22.0,-24.0,-36.0,-43.0,-39
EPS in Rs,-14.3,0.02,0.49,-1.14,-1.69,-0.65,-4.18,-12.94,-15.84,-17.62,-26.59,-31.6,-28.30
