,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,5.18,8.49,8.38,3.04,2.24,3.31,31.52,14.1,14.61,21.47,18.57,23.06,23.91
Expenses,1.75,1.65,1.79,1.82,2.05,2.85,17.2,16.95,19.68,16.44,11.47,19.09,19.42
Operating Profit,3.43,6.84,6.59,1.22,0.19,0.46,14.32,-2.85,-5.07,5.03,7.1,3.97,4.49
OPM %,66.22,80.57,78.64,40.13,8.48,13.9,45.43,-20.21,-34.7,23.43,38.23,17.22,18.78
Other Income,0.01,-6.5,0.14,0.06,0.01,0.01,0.27,1.04,0.1,-0.01,-0.01,0.03,0.21
Interest,0.0,0.0,0.22,0.39,0.11,0.04,0.05,0.05,0.04,0.02,0.05,0.09,0.07
Depreciation,0.08,0.07,-0.01,0.19,0.07,0.06,0.3,0.28,0.27,0.28,0.31,0.36,0.40
Profit before tax,3.36,0.27,6.52,0.7,0.02,0.37,14.24,-2.14,-5.28,4.72,6.73,3.55,4.23
Tax %,21.73,555.56,23.16,51.43,550.0,24.32,18.61,0.93,-1.52,6.78,6.69,16.9,
Net Profit,-8.26,-1.23,1.34,-4.31,6.46,3.16,11.66,-2.74,-5.31,4.52,6.46,3.06,2.89
EPS in Rs,-6.88,-1.02,1.12,-3.59,5.38,2.63,10.37,-2.29,-3.16,3.3,6.0,2.84,2.67
