,Mar 2006,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,82.0,1158.0,1228.0,1165.0,1235.0,1406.0,1205.0,867.0,707.0,574.0,894.0,1033.0,989
Expenses,76.0,1076.0,1128.0,1081.0,1146.0,1287.0,1117.0,827.0,769.0,547.0,859.0,1073.0,1033
Operating Profit,6.0,82.0,100.0,85.0,90.0,119.0,88.0,40.0,-62.0,27.0,34.0,-39.0,-44
OPM %,7.0,7.0,8.0,7.0,7.0,8.0,7.0,5.0,-9.0,5.0,4.0,-4.0,-4
Other Income,1.0,-11.0,-16.0,1.0,5.0,9.0,9.0,-55.0,-2.0,0.0,21.0,10.0,10
Interest,2.0,22.0,31.0,37.0,44.0,50.0,51.0,63.0,41.0,3.0,27.0,7.0,0
Depreciation,3.0,20.0,25.0,20.0,20.0,20.0,53.0,47.0,40.0,36.0,31.0,27.0,26
Profit before tax,1.0,29.0,28.0,29.0,31.0,57.0,-6.0,-124.0,-146.0,-12.0,-3.0,-64.0,-60
Tax %,35.0,34.0,32.0,24.0,38.0,32.0,58.0,6.0,4.0,41.0,204.0,8.0,
Net Profit,1.0,19.0,19.0,22.0,19.0,39.0,-3.0,-117.0,-139.0,-7.0,3.0,-59.0,-55
EPS in Rs,0.13,1.84,1.86,2.09,1.83,3.75,-0.25,-11.28,-13.46,-0.69,0.28,-5.67,-5.28
