,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,29,29,29,29,29,29,29,29,29,29,29,30,30.0
Reserves,663,672,679,649,1760,1880,2378,2152,1137,1849,2885,2306,2533.0
Preference Capital,0,0,0,0,0,0,103,117,134,158,174,195,
Borrowings,51,71,228,623,760,866,1050,1354,1806,2131,2338,2496,2349.0
Other Liabilities,242,336,400,556,442,459,727,890,964,898,990,975,911.0
Total Liabilities,985,1108,1336,1858,2991,3235,4184,4426,3937,4907,6243,5807,5823.0
Fixed Assets,78,84,79,252,370,539,550,544,698,665,654,645,634.0
CWIP,19,28,11,169,142,12,8,71,3,2,7,1,3.0
Investments,503,566,470,375,1433,1600,2211,2023,1132,1877,3180,2586,3444.0
Other Assets,386,430,776,1063,1046,1084,1415,1788,2104,2364,2401,2575,1742.0
Total Assets,985,1108,1336,1858,2991,3235,4184,4426,3937,4907,6243,5807,5823.0
