,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,50.0,54.0,82.0,29.0,60.0,37.0,32.0,33.0,32.0,35.0,31.0,32.0,34
Expenses,41.0,46.0,73.0,32.0,57.0,29.0,24.0,19.0,19.0,20.0,15.0,13.0,13
Operating Profit,10.0,7.0,9.0,-3.0,3.0,8.0,7.0,14.0,14.0,15.0,16.0,19.0,21
OPM %,19.0,14.0,11.0,-10.0,5.0,21.0,23.0,42.0,42.0,42.0,52.0,59.0,61
Other Income,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,-4.0,1.0,1
Interest,5.0,5.0,6.0,7.0,6.0,6.0,5.0,5.0,4.0,3.0,1.0,1.0,1
Depreciation,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3
Profit before tax,3.0,-0.0,-1.0,-10.0,-4.0,1.0,0.0,7.0,6.0,8.0,8.0,16.0,17
Tax %,1.0,-10.0,-49.0,54.0,0.0,7.0,44.0,21.0,4.0,25.0,32.0,31.0,
Net Profit,3.0,-0.0,-1.0,-5.0,-4.0,1.0,0.0,5.0,6.0,6.0,5.0,11.0,12
EPS in Rs,1.25,-0.1,-0.49,-1.92,-1.73,0.29,0.06,2.07,2.35,2.5,2.2,4.41,4.80
