,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Revenue,62.0,88.0,146.0,278.0,464.0,708.0,871.0,1282.0,1683.0,2028.0,2669.0,3487.0,4241
Interest,30.0,42.0,72.0,129.0,208.0,317.0,354.0,417.0,575.0,745.0,987.0,1216.0,1413
Expenses,32.0,39.0,50.0,76.0,126.0,264.0,184.0,361.0,639.0,1069.0,1235.0,1179.0,1190
Financing Profit,-1.0,7.0,24.0,74.0,130.0,128.0,332.0,504.0,470.0,214.0,447.0,1092.0,1638
Financing Margin %,-1.0,7.0,16.0,26.0,28.0,18.0,38.0,39.0,28.0,11.0,17.0,31.0,39
Other Income,0.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,81.0,64.0,3
Depreciation,1.0,1.0,1.0,2.0,3.0,4.0,5.0,8.0,20.0,23.0,47.0,50.0,45
Profit before tax,-2.0,8.0,25.0,75.0,130.0,124.0,328.0,498.0,451.0,194.0,481.0,1105.0,1596
Tax %,-70.0,-5.0,33.0,35.0,36.0,35.0,35.0,35.0,27.0,27.0,27.0,25.0,
Net Profit,-3.0,8.0,17.0,49.0,83.0,80.0,212.0,322.0,328.0,142.0,353.0,826.0,1189
EPS in Rs,-1.17,2.0,3.14,6.68,11.41,9.37,16.54,22.41,22.75,9.15,22.65,52.87,75.73
