,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,84.0,111.0,81.0,55.0,59.0,65.0,86.0,128.0,121.0,111.0,124.0,84.0,103
Expenses,85.0,111.0,78.0,54.0,58.0,60.0,81.0,124.0,122.0,104.0,124.0,81.0,98
Operating Profit,-0.0,1.0,3.0,1.0,1.0,5.0,5.0,4.0,-2.0,6.0,1.0,3.0,4
OPM %,-0.0,0.0,3.0,1.0,1.0,8.0,6.0,3.0,-1.0,6.0,1.0,3.0,4
Other Income,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Interest,2.0,4.0,5.0,4.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,5
Depreciation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
Profit before tax,1.0,1.0,0.0,-3.0,-1.0,2.0,3.0,1.0,-6.0,3.0,-2.0,-1.0,0
Tax %,34.0,14.0,32.0,1.0,1.0,26.0,21.0,25.0,23.0,32.0,23.0,6.0,
Net Profit,1.0,1.0,0.0,-3.0,-1.0,1.0,2.0,1.0,-4.0,2.0,-2.0,-1.0,-0
EPS in Rs,1.48,1.92,0.34,-5.97,-2.34,2.3,3.53,1.2,-6.39,2.75,-2.43,-1.14,-0.21
