,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,305.0,335.0,431.0,371.0,373.0,389.0,491.0,531.0,551.0,368.0,316.0,467.0,484
Expenses,287.0,319.0,427.0,355.0,352.0,368.0,465.0,503.0,527.0,348.0,303.0,444.0,462
Operating Profit,17.0,17.0,4.0,16.0,21.0,21.0,26.0,28.0,25.0,20.0,13.0,24.0,22
OPM %,6.0,5.0,1.0,4.0,6.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5
Other Income,0.0,0.0,16.0,2.0,2.0,-4.0,0.0,0.0,1.0,0.0,3.0,4.0,7
Interest,11.0,12.0,11.0,9.0,13.0,12.0,10.0,8.0,8.0,8.0,7.0,10.0,13
Depreciation,5.0,4.0,6.0,6.0,9.0,5.0,6.0,7.0,8.0,9.0,7.0,6.0,7
Profit before tax,1.0,1.0,3.0,2.0,2.0,-0.0,10.0,13.0,9.0,3.0,2.0,11.0,9
Tax %,59.0,31.0,57.0,42.0,39.0,-1150.0,16.0,23.0,4.0,25.0,-51.0,15.0,
Net Profit,1.0,1.0,1.0,1.0,1.0,-1.0,8.0,10.0,8.0,2.0,3.0,10.0,9
EPS in Rs,1.19,1.37,2.41,2.03,1.9,-2.05,16.7,20.94,17.17,4.99,7.14,19.95,17.87
