,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,9.02,14.94,12.89,11.49,1.77,2.16,1.22,1.45,0.65,0.48,0.52,0.15,0.01
Expenses,7.67,13.13,11.3,14.51,2.22,2.39,2.07,1.94,1.04,0.29,0.39,0.89,1.41
Operating Profit,1.35,1.81,1.59,-3.02,-0.45,-0.23,-0.85,-0.49,-0.39,0.19,0.13,-0.74,-1.40
OPM %,14.97,12.12,12.34,-26.28,-25.42,-10.65,-69.67,-33.79,-60.0,39.58,25.0,-493.33,-14000.00
Other Income,-0.06,0.07,0.08,-0.04,0.14,0.07,1.44,0.15,-0.28,0.2,0.01,6.25,0.03
Interest,0.39,0.57,0.67,0.63,0.46,0.39,0.33,0.23,0.28,0.18,0.12,0.01,0.00
Depreciation,0.57,0.69,0.76,1.45,0.45,0.48,0.45,0.42,0.28,0.18,0.19,0.12,0.06
Profit before tax,0.33,0.62,0.24,-5.14,-1.22,-1.03,-0.19,-0.99,-1.23,0.03,-0.17,5.38,-1.43
Tax %,-6.06,25.81,75.0,45.91,0.0,-154.37,-263.16,0.0,7.32,-1700.0,0.0,28.25,
Net Profit,0.35,0.46,0.06,-2.77,-1.22,-2.62,-0.68,-0.99,-1.13,0.54,-0.17,3.85,-2.96
EPS in Rs,0.44,0.58,0.08,-3.49,-1.54,-3.3,-0.86,-1.25,-1.42,0.68,-0.21,4.85,-3.73
