,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,967.0,1171.0,1364.0,1557.0,1518.0,1501.0,1633.0,2207.0,1947.0,1982.0,3193.0,3857.0,4140
Expenses,856.0,1038.0,1209.0,1366.0,1328.0,1336.0,1429.0,1949.0,1717.0,1784.0,2860.0,3459.0,3674
Operating Profit,112.0,133.0,155.0,191.0,190.0,165.0,204.0,258.0,230.0,198.0,333.0,398.0,466
OPM %,12.0,11.0,11.0,12.0,13.0,11.0,12.0,12.0,12.0,10.0,10.0,10.0,11
Other Income,6.0,4.0,6.0,6.0,6.0,35.0,24.0,27.0,16.0,12.0,21.0,27.0,28
Interest,39.0,43.0,36.0,35.0,53.0,53.0,49.0,59.0,64.0,55.0,76.0,126.0,160
Depreciation,30.0,33.0,40.0,40.0,59.0,50.0,56.0,75.0,74.0,76.0,91.0,130.0,151
Profit before tax,48.0,60.0,84.0,122.0,85.0,97.0,124.0,150.0,108.0,78.0,187.0,170.0,183
Tax %,33.0,37.0,32.0,24.0,26.0,26.0,34.0,35.0,36.0,37.0,16.0,26.0,
Net Profit,32.0,38.0,57.0,93.0,63.0,72.0,81.0,98.0,69.0,49.0,156.0,125.0,142
EPS in Rs,2.54,3.2,4.92,7.49,5.14,7.05,6.91,9.62,5.86,4.17,13.21,10.52,11.56
